id,logged_by,logged_on,to_address,category,subject,description,job_id,farm,status
442,YOSAINI,"2015-05-22 08:01:15",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74660), ",HealthCheck,OPC_QA_SHARED,Closed
443,EKANTER,"2015-05-22 20:57:29",NULL,NULL,"cleaup failed.","job failed, and subsequent clean up is stuck.",25606154,QAFARM,Closed
444,EKANTER,"2015-05-27 03:25:26",NULL,NULL,"job consistently fails","I am running CRM job from this page
http://aseng-wiki.us.oracle.com/asengwiki/pages/viewpage.action?pageId=5181999621
and its consistently fails",25702710,QAFARM,Open
445,YOSAINI,"2015-05-28 08:02:27",NULL,NULL,"Hypervisor slcah766 Locked","Please unlock slcah766 after fixing the issue(s): Memory Mismatch (Farm:5169,Hyper:-623), ",HealthCheck,OPC_QA_FARM,Closed
446,AMALON,"2015-05-29 00:26:57",NULL,NULL,"Jobs In QA Farm Fail To Start","Jobs are pending in ""waiting"" state and error out with ""Farm Error""",25757101,QAFARM,Open
447,YOSAINI,"2015-05-29 08:00:41",NULL,NULL,"Hypervisor slcak528 Locked","Please unlock slcak528 after fixing the issue(s): Memory Mismatch (Farm:161234,Hyper:77266), ",HealthCheck,OPC_QA_SHARED,Closed
448,YOSAINI,"2015-05-29 08:01:15",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74660), ",HealthCheck,OPC_QA_SHARED,Closed
449,YOSAINI,"2015-05-29 08:02:57",NULL,NULL,"Hypervisor slcal040 Locked","Please unlock slcal040 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:95699), ",HealthCheck,OPC_QA_SHARED,Closed
450,SAMETHUK,"2015-05-29 06:39:26",NULL,NULL,"please cleanup jobs: 25442527,25468051,25629797","please clean the following jobs:

25442527,25468051,25629797",,fastha,Closed
451,AMPANAMA,"2015-05-29 07:03:53",NULL,Hardware,"Issue with allocating resources for job submitted in OPC_QA_SHARED","we had submitted DTE job to provision REL9 order and JOB remained in this ?WAITING_FOR_FREEHV? state for long period of time and after sometime it was automatically cleaned due to timeout.
Looks like there is some issue with allocating resources. Please take a look
OLD JOB ID which got cleanedup automatically: 25745123",25761805,OPC_QA_SHARED,Closed
452,SBALASUN,"2015-05-29 11:44:33",NULL,Hypervisor,"VMs not responding for job 25357306","VMs of job 25357306 are not responding. Tried rebooting the VMs from ovmm url. But the VM goes to initializing state and does not progress after that.

Please help in resolving the issue.",25357306,OPC_QA_FARM,Closed
453,YOSAINI,"2015-05-31 08:02:59",NULL,Others,"Hypervisor slcal067 Locked","Please unlock slcal067 after fixing the issue(s): Memory Mismatch (Farm:70394,Hyper:19714), ",HealthCheck,QAFARM,Closed
454,YOSAINI,"2015-05-31 08:07:33",NULL,NULL,"Hypervisor slcan515 Locked","Please unlock slcan515 after fixing the issue(s): Memory Mismatch (Farm:70563,Hyper:69025), ",HealthCheck,QAFARM,Closed
455,YOSAINI,"2015-06-01 08:02:58",NULL,NULL,"Hypervisor slcai554 Locked","Please unlock slcai554 after fixing the issue(s): Memory Mismatch (Farm:207139,Hyper:61859), ",HealthCheck,ovm_preflight,Closed
456,MULIEGAD,"2015-06-02 07:38:33",NULL,NULL,"25838855 job fails to start deployer host","25838855 job failed to start deployer host
slc04sxy is the deployer host allocated for this job and we are able to connect to this host as aime/2cool.
Please let us know how we can overcome this issue.","25838855 ",OPC_QA_FARM,Closed
457,GSUNDARE,"2015-06-02 10:19:55",NULL,NULL,"Correct the Memory Values for slcah766","Regarding job 25661515, 
There is a mismatch in memory consumption of two vms on the hypervisor slcah766 and OVM_TOPO Spec. which is causing an issue and the hypervisor is FORCE locked.

The VMs are:
FAGRP_PRIMARY_HOST:stit_oel5u6:false,7:12:90624
FAGRP_SECONDARY_HOST:stit_oel5u6:false,8:6:18432

But the memory consumed on hyp. is (16000 + 100352)
-----------
Please correct the Memory values as 3 GB was used to create a new APEX VM and there was NO space",25661515,,Closed
458,PWARRIER,"2015-06-03 10:41:56",NULL,NULL,"configure adc1140271 to be Worker host for farm - farm_ovs328","I have created a new farm farm_ovs328 with worker host as my devops machine adc1140271.us.oracle.com.

Per my discussion with Sowmya, we need to configure this as the worker host. Please do the needful.",,farm_ovs328,Closed
459,MULIEGAD,"2015-06-03 11:11:10",NULL,Hypervisor,"25860838 job fails to start vm slc03wtf","CreateVM command fails on slc03wtf VM.

Maximum Memory Size has been changed to ""20000"".
Caught exception while handling request: oracle.ovs.biz.exception.InvalidMemorySizeException: OVM-4005 The largest amount of virtual memory that can be allocated is 1,024 MB.

Hypervisor is listed as below for this VM:
slc03wtf        10.245.145.110  slcah816        20000   4       10.245.144.1    REGISTERED      25860838        OPC_QA_FARM     adcgdb05","25860838 ",OPC_QA_FARM,Closed
460,PWARRIER,"2015-06-03 12:18:18",NULL,NULL,"need help to move IPs for hypervisors slcai057, slcai059,slcai056 and slcah811 to new pool","need help to move IPs for hypervisors slcai057, slcai059,slcai056 and slcah811 to new pool farm_ovs328. Mail sent with details",,farm_ovs328,Closed
461,KRAMANJA,"2015-06-03 12:56:17",NULL,NULL,"MC  enabling is failing on a SDI based env","In a SDI based env setup,  already  /fsnadmin mount is created.  And MC enablement script is failing.",25600489,warroom,Closed
462,YOSAINI,"2015-06-05 08:00:44",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74660), ",HealthCheck,OPC_QA_SHARED,Closed
463,SAMETHUK,"2015-06-05 07:07:19",NULL,NULL,"please cleanup jobs: 25747414,25762509,25768961,25769095,25787988,25795814,25804340,25807632","can you please perform cleanup for following jobs

25747414,25762509,25768961,25769095,25787988,25795814,25804340,25807632",,fastha,Closed
464,YOSAINI,"2015-06-07 09:58:15",NULL,NULL,"Hypervisor slcal039 Locked","Please unlock slcal039 after fixing the issue(s): Create VM Failed, ",HealthCheck,QAFARM,Closed
465,MCAINE,"2015-06-07 16:41:39",NULL,Others,"Jobs on BI farm failing","So far no jobs have completed on BI Farm, they never even get picked up by the pool.
Is this really a case of insufficient resources?",,BI,Closed
466,VIKUKUMA,"2015-06-09 05:00:54",NULL,Others,"Failed to create/register the new template with ovmn","Hi,

   We are trying to register JCS assembly templ with OVMN .

Issue :

    Status shows importing since long time (> 7 hr)


Templ Name - 2fUX2YLPHZYYW_49AdiOFvR9bYW

Server pool- slcai053

Current Status - Importing",,OPC_QA_FARM,Closed
467,MCAINE,"2015-06-09 17:44:42",NULL,Hypervisor,"Adding additional HV","Please add slcan619 to BI Farm.
Details can be found here:
http://devops.oraclecorp.com/host/slcan619/detail/

Please let me know if you need me to do anything",,BI,Closed
468,AMATHURA,"2015-06-10 07:25:35",NULL,Others,"RAC Setups are failing in our recent jobs","(farm,dteid,node1,node2,node1vip,node2vip,racclustername,sid1,status) values ('ovm_general','26006946','slc05jlf','slc05jlg','slc05jlh','slc05jli','slc05jlj','fusiondb:1616','REGISTERED');
Shared virtual disk ""26006946_1"" is being created. Please check the status.
Shared virtual disk ""26006946_2"" is being created. Please check the status.
Shared virtual disk ""26006946_3"" is being created. Please check
ERROR: Unable to initizialize shared disk in given time!",26006947,fastha,Closed
469,YOSAINI,"2015-06-11 08:02:24",NULL,NULL,"Hypervisor slcah817 Locked","Please unlock slcah817 after fixing the issue(s): Memory Mismatch (Farm:129877,Hyper:117810), ",HealthCheck,OPC_QA_FARM,Closed
470,MULIEGAD,"2015-06-11 07:34:06",NULL,Others,"24683362 job cleanup issue","I was facing issue with cleanup of GSI run as we have reused the resources many times. 
Hence wanted to run only cleanup topology which takes care of releasing the resources.

But I am facing issue changing cleanup.sh @/net/slc05jmm/scratch/aime/work/cleanup.sh , It errors out as its readonly file system","24683362 ",,Closed
471,MULIEGAD,"2015-06-11 11:29:43",NULL,Others,"Jobs on farm_ovs328 fails to accept job with factory resource","Submitted a HCM job on farm_ovs328 and it failed with below error:
Please note that the your Job --> 26058447 is rejected because the FARM farm_ovs328 is not authorized to use Factory Resources",,farm_ovs328,Closed
472,YOSAINI,"2015-06-12 08:00:43",NULL,NULL,"Hypervisor slcak527 Locked","Please unlock slcak527 after fixing the issue(s): Memory Mismatch (Farm:98259,Hyper:93139), ",HealthCheck,OPC_QA_SHARED,Closed
473,YOSAINI,"2015-06-12 08:02:17",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Memory Mismatch (Farm:141000,Hyper:136711), ",HealthCheck,OPC_QA_SHARED,Closed
474,YOSAINI,"2015-06-12 08:02:51",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74660), ",HealthCheck,OPC_QA_SHARED,Closed
475,YOSAINI,"2015-06-12 08:04:00",NULL,NULL,"Hypervisor slcal070 Locked","Please unlock slcal070 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74707), ",HealthCheck,OPC_QA_SHARED,Closed
476,YOSAINI,"2015-06-12 08:04:34",NULL,NULL,"Hypervisor slcal040 Locked","Please unlock slcal040 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:95699), ",HealthCheck,OPC_QA_SHARED,Closed
477,GSUNDARE,"2015-06-12 06:11:03",NULL,Cleanup,"cleanup of the job 26057431  has failed","cleanup of the job 26057431  has failed

Error detected in Output Line --> ERROR: Cleanup is not complete, please contact admin for a manual cleanup
<INFO> 11/06/2015 11:03:33 ->
Failed to Release Resources for Job --> 26057431

Please cleanup the job and release the resource",26057431,,Closed
478,GSUNDARE,"2015-06-14 06:04:06",NULL,Cleanup,"Farm job 26081084 cleanup not identifying the Key","job 26081084 has Failed while Creating DEPLOYER_HOST

Trying to cleanup the job through QAFarm UI
Cleanup Key - 26081084_mi3g9d6kfuia182pj9hv7n7cj1

It throws error - ""NOT a Valid Key""

Please cleanup the job and free resources",26081084,,Closed
479,YOSAINI,"2015-06-15 08:53:55",NULL,NULL,"Hypervisor slcag412 Locked","Please unlock slcag412 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,ovm_preflight,Closed
480,GSUNDARE,"2015-06-15 05:27:53",NULL,Cleanup,"Unlock hypervisor adcgbf23 and cleanup job 26081084","Cleanup of the job 26081084 has failed 
ERROR: Unable to shutdown RAC node1: adc6181302
ERROR: Unable to shutdown RAC node2: adc6181303

Both the RAC VMs are not pingable.

The Hypervisor adcgbf23 is in force, can't be unlocked due to which NOT able to submit new requests.

Please cleanup the job and unlock the hypervisor",26081084,OPC_QA_SHARED,Closed
481,GSUNDARE,"2015-06-15 06:51:20",NULL,Others,"cleanup job 26127149 from UI","Job has not generated the cleanup key and has not started.

This job 26127149 is aborted but still shows as Pending Approval on the UI

Please cleanup the job from UI.",26127149,OPC_QA_SHARED,Closed
482,VIKUKUMA,"2015-06-15 09:01:26",NULL,Others,"15.2.6 :JCS BIG IP Url is not working","JCS BIG IP urls are not working -

https://console-v0028-java.us1.vfarm.oraclecorp.com/em/faces/javaservice?serviceName=myJAVA21&identityGroup=sdiqa25621946-test 



DEPLOYER_HOST=slc04zjb.us.oracle.com 

SDI_DEPLOYER_HOST=slc03wcf.us.oracle.com",,,Closed
483,APINNAMR,"2015-06-15 11:42:56",NULL,NULL,"Clean up failed for job#26079128","Clean up failed for job#26079128",26079128,QAFARM,Closed
484,MCAINE,"2015-06-15 21:21:27",NULL,Others,"Job 26138803 failed","Job fails with error:
""Failed while setting Proxy port for FA SDI""

Am I missing something?",26138803,BI,Closed
485,GSUNDARE,"2015-06-16 07:38:20",NULL,NULL,"Cleanup of the job 25282759 has failed","Cleanup of the job 25282759 has failed

Deploy Delete block has failed. Hence skipping the zfs storage deletion.

Please cleanup",25282759,OPC_QA_SHARED,Closed
486,MULIEGAD,"2015-06-17 05:28:24",NULL,Hypervisor,"Not able to fetch server pool [slcak527] data from OVMM","[2015-06-16 17:49:43,113] [DEBUG] [REQ 500044156_500045208] [Not able to fetch server pool [slcak527] data from OVMM.] [at com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl:getServerPoolMetrics(168)] []
[2015-06-16 17:49:43,113] [DEBUG] [REQ 500044156_500045208] [No server pool metrics data for pool [slcak527].] [at com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl:checkResourceLimit(133)] []",26053523,OPC_QA_SHARED,Closed
487,AMATHURA,"2015-06-17 08:49:23",NULL,NULL,"Pls change the below jobs' status as CLEANED","25998261
25998262
26006946
26006947
26037401",,fastha,Closed
489,MCAINE,"2015-06-17 23:33:41",NULL,Others,"Admin for BI Pool","HI,
can I become an admin for this pool please, so that if ever a job needs approval I can do do.

Thanks",n/a,BI,Closed
490,SBALASUN,"2015-06-18 05:57:19",NULL,NFS,"Not able to login to VMs slc06xsm and slc06xse","Login to hosts slc06xsm.us.oracle.com & slc06xse.us.oracle.com hangs.

Tried shutting down the VMs from OVMM as well as using ovm_farm_manager_v7.pl but the hosts doesn't shut down.

Please help in rebooting these VMs.",25440862,OPC_QA_SHARED,Closed
491,YOSAINI,"2015-06-19 08:00:43",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Memory Mismatch (Farm:141000,Hyper:136711), ",HealthCheck,OPC_QA_SHARED,Closed
492,YOSAINI,"2015-06-19 08:01:17",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74660), ",HealthCheck,OPC_QA_SHARED,Closed
493,YOSAINI,"2015-06-19 08:02:26",NULL,NULL,"Hypervisor slcal040 Locked","Please unlock slcal040 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:83410), ",HealthCheck,OPC_QA_SHARED,Closed
494,ANHANUMA,"2015-06-19 10:59:29",NULL,NULL,"Triggered jobs are not picking up in ovm_preflight pool","we have enough resources and worker host is active. but still we jobs are not picking up. pls check on this",,ovm_preflight,Closed
495,AMATHURA,"2015-06-19 14:55:45",NULL,NULL,"Pls release the following two vms","Pls release the following two vms

slc00ygq        110.240.33.62   dummyhost       20000   6       10.240.32.1     AUTOLOCK-PING   INVALID warroom adcgdb05
slc00ygp        10.240.33.61    dummyhost       32768   2       10.240.32.1     AUTOLOCK-PING   INVALID warroom adcgdb05",,warroom,Closed
496,YOSAINI,"2015-06-21 08:09:17",NULL,NULL,"Hypervisor slcan520 Locked","Please unlock slcan520 after fixing the issue(s): Memory Mismatch (Farm:17824,Hyper:1441), ",HealthCheck,QAFARM,Closed
497,YOSAINI,"2015-06-22 08:00:41",NULL,NULL,"Hypervisor slcag414 Locked","Please unlock slcag414 after fixing the issue(s): Memory Mismatch (Farm:2581,Hyper:246), ",HealthCheck,ovm_preflight,Closed
498,SWSUDHAK,"2015-06-23 05:55:00",NULL,Others,"Cleaned up job is still holding factory resource","Cleaned job:25305265 on 08/05/2015. 
But the RACDB factory resource is still not released.
Due to this new run is not getting picked up as there is no resources for RACDB.",25305265,OPC_QA_SHARED,Closed
499,YOSAINI,"2015-06-23 07:07:50",NULL,NULL,"Hypervisor slcai656 Locked","Please unlock slcai656 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:152998,Hyper:95651)<br />",HealthCheck,OPC_QA_SHARED,Closed
500,YOSAINI,"2015-06-23 07:07:54",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): In FORCE StateMemory Mismatch (Farm:152998,Hyper:95651), ",HealthCheck,OPC_QA_SHARED,Closed
501,YOSAINI,"2015-06-23 07:07:58",NULL,NULL,"Hypervisor slcal041 Locked","Please unlock slcal041 after fixing the issue(s): Memory Mismatch (Farm:135590,Hyper:77779), ",HealthCheck,OPC_QA_SHARED,Closed
502,YOSAINI,"2015-06-23 07:08:03",NULL,NULL,"Hypervisor slcal040 Locked","Please unlock slcal040 after fixing the issue(s): In FORCE StateMemory Mismatch (Farm:135590,Hyper:77779), ",HealthCheck,OPC_QA_SHARED,Closed
503,MCAINE,"2015-06-24 22:23:37",NULL,NULL,"Jobs on BI farm failing","Jobs fail with Creating DEPLOYER_HOST",26343485,BI,Closed
504,YOSAINI,"2015-06-25 08:03:35",NULL,NULL,"Hypervisor slcah817 Locked","Please unlock slcah817 after fixing the issue(s): Memory Mismatch (Farm:129877,Hyper:117810), ",HealthCheck,OPC_QA_FARM,Closed
505,KRAMANJA,"2015-06-25 05:07:01",NULL,NULL,"SDI env setup is having a different /fsnadmin mounted","HI,

We had setup a Rel10 SDI env setup using QAFarm topologies.

After the env creation,  we noticed that different /fsnadmin  got mounted at the end of env creation. 

slcnas570:/export/FSNADMIN

Our standard fsnadmin is  /fsnadmin (slcnas551.us.oracle.com:/export/mcollective)",26257044,warroom,Closed
506,GSUNDARE,"2015-06-25 08:24:10",NULL,Hypervisor,"hypervisor - adcgbf23   issues","Rel10 ST17 HCM setup on 15.2.6  SDI  is failing due to QA Farm issues ( probably with the hypervisor - adcgbf23 ).  
Run 1 (Current Run)
Error - Skipping Rack [26328884] because of exception Cannot select rack 26328884 because it does not have enough VM memory
Analysis ? Checking the localTaskProcess.log of PREPARE_SDI_FOR_FA1.2015_6_24.0_0_6.3183  shows the command addfadb has hung due to missing hostname.
		When traced back, Block SETUP_RAC_FOR_Dwith  ?Error: node1: adc6181302 is alive...""",26328884,,Closed
507,MCAINE,"2015-06-25 20:49:55",NULL,Cleanup,"26364211 Timed out","Error received:
Please note that your job 26364211 has timedout after trying to wait for resources to be fulfilled for 240 minutes on Farm --> BI","26364211 ",BI,Closed
508,YOSAINI,"2015-08-04 10:42:19",NULL,NULL,"Hypervisor slcak527 Locked","Please unlock slcak527 after fixing the issue(s): Memory Mismatch (Farm:98259,Hyper:73682), ",HealthCheck,OPC_QA_SHARED,Closed
509,YOSAINI,"2015-06-26 08:01:16",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Memory Mismatch (Farm:141000,Hyper:136711), ",HealthCheck,OPC_QA_SHARED,Closed
510,YOSAINI,"2015-06-26 08:01:50",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74660), ",HealthCheck,OPC_QA_SHARED,Closed
511,YOSAINI,"2015-06-26 08:02:59",NULL,NULL,"Hypervisor slcan526 Locked","Please unlock slcan526 after fixing the issue(s): Memory Mismatch (Farm:105379,Hyper:82850), ",HealthCheck,OPC_QA_SHARED,Closed
512,GSUNDARE,"2015-06-26 10:24:39",NULL,NULL,"Cleanup of job 26328884  failed","Cleanup of job 26328884 has failed due to error of Deploy Delete block.

Please cleanup the job",26328884,OPC_QA_SHARED,Closed
513,YOSAINI,"2015-06-27 08:41:24",NULL,NULL,"Hypervisor slcap026 Locked","Please unlock slcap026 after fixing the issue(s): Create VM Failed, ",HealthCheck,ovm_general,Closed
514,YOSAINI,"2015-06-29 08:04:42",NULL,NULL,"Hypervisor slcai554 Locked","Please unlock slcai554 after fixing the issue(s): Memory Mismatch (Farm:9168,Hyper:6946), ",HealthCheck,ovm_preflight,Closed
515,MULIEGAD,"2015-06-29 10:32:55",NULL,NULL,"Chnages required in HA REL10/REL11 Topology","We need to add OSN HOST 2 to below OVM topologies

SDI_FA_REL10_CRM_HA
SDI_FA_REL10_GSI_PFA_RAC_HA
SDI_FA_REL10_GSI_HA
SDI_FA_REL10_HCM_HA",,,Closed
516,AMATHURA,"2015-06-29 12:41:33",NULL,NULL,"Pls change the below job's status as CLEANED","Pls change the below job's status as CLEANED",26026912,fastha,Closed
517,VIKUKUMA,"2015-06-29 19:50:47",NULL,Hypervisor,"InvalidMemorySizeException while creating VMs","DTE JOB ID- 26436642  

CreateVM task failed with below exception-

Debug: create_vm slc09brb,stit_oel5u6,slcap174,slcap174,admin,OVMadmin,welcome1,4,20000
Virtual machine ""slc09brb"" is being created. Please check the status.
Maximum Memory Size has been changed to ""20000"".
Caught exception while handling request: oracle.ovs.biz.exception.InvalidMemorySizeException: OVM-4005 The largest amount of virtual memory that can be allocated is 1,024 MB.",26436642,,Closed
518,SBALASUN,"2015-06-30 10:37:48",NULL,NULL,"Cleanup of job 24989428 failed","Cleanup of job 24989428 [Rel10 ST14 SC master env] failed.",24989428,OPC_QA_SHARED,Closed
519,YOSAINI,"2015-06-30 10:59:22",NULL,NULL,"Hypervisor slcai051 Locked","Please unlock slcai051 after fixing the issue(s): Memory Mismatch (Farm:251859,Hyper:246859), ",HealthCheck,OPC_QA_FARM,Closed
520,VIKUKUMA,"2015-06-30 11:26:35",NULL,Hypervisor,"JOB- 26450691 Error while creating VMs","All the Tasks associated with Job- 26450691 failed with some common error -

Error: slcxxxx is alive.. please release it first

e.g-

Debug: create_vm slc09btc,stit_oel5u8,slcap176,slcap176,admin,OVMadmin,welcome1,2,4096
Error: slc09btc is alive.. please release it first"," 26450691",,Closed
521,SBALASUN,"2015-07-01 07:59:02",NULL,NULL,"Cleanup of job 25440862 failed","This seems to be the issue:

Failed to Release Resources for Job --> 25440862

<INFO> 01/07/2015 12:35:44 -> ERROR: Unable to release VM: slc06xsl

<INFO> 01/07/2015 12:35:44 ->

Error detected in Output Line --> ERROR: Unable to release VM: slc06xsl",25440862,OPC_QA_SHARED,Closed
522,YOSAINI,"2015-07-02 08:01:17",NULL,NULL,"Hypervisor slcai054 Locked","Please unlock slcai054 after fixing the issue(s): Memory Mismatch (Farm:67539,Hyper:57763), ",HealthCheck,OPC_QA_FARM,Closed
523,BKASHYAP,"2015-07-02 05:33:22",NULL,NULL,"Cleanup job ID 26338223","Please clean up as we would like to submit new job",26338223,QAFARM,Closed
524,YOSAINI,"2015-07-03 08:00:51",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Memory Mismatch (Farm:141000,Hyper:71687), ",HealthCheck,OPC_QA_SHARED,Closed
525,YOSAINI,"2015-07-03 08:02:00",NULL,NULL,"Hypervisor slcan526 Locked","Please unlock slcan526 after fixing the issue(s): Memory Mismatch (Farm:105379,Hyper:82850), ",HealthCheck,OPC_QA_SHARED,Closed
526,BKASHYAP,"2015-07-03 02:59:30",NULL,NULL,"Cleanup of 26452601","Cleanup failed with the following error, please help

<INFO> The Timer --> Cleanup Job Invocation via Telnet has exceeded the pre-defined timeout period of 20 minutes",26452601,lifecycle_dev,Closed
527,YOSAINI,"2015-07-03 05:32:36",NULL,NULL,"Hypervisor adcgdc17 Locked","Please unlock adcgdc17 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:250749,Hyper:248060)<br />",HealthCheck,OPC_QA_SHARED,Closed
528,YOSAINI,"2015-07-03 05:32:40",NULL,NULL,"Hypervisor adcgdb03 Locked","Please unlock adcgdb03 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:250749,Hyper:248060)<br />",HealthCheck,OPC_QA_SHARED,Closed
529,YOSAINI,"2015-07-03 05:32:45",NULL,NULL,"Hypervisor adcgdb06 Locked","Please unlock adcgdb06 after fixing the issue(s): Memory Mismatch (Farm:250749,Hyper:248060), ",HealthCheck,OPC_QA_SHARED,Closed
530,YOSAINI,"2015-07-03 05:32:49",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:250749,Hyper:248060)<br />",HealthCheck,OPC_QA_SHARED,Closed
531,YOSAINI,"2015-07-03 05:32:53",NULL,NULL,"Hypervisor slcan525 Locked","Please unlock slcan525 after fixing the issue(s): Memory Mismatch (Farm:144710,Hyper:122180), ",HealthCheck,OPC_QA_SHARED,Closed
532,YOSAINI,"2015-07-03 05:32:57",NULL,NULL,"Hypervisor slcan526 Locked","Please unlock slcan526 after fixing the issue(s): OVS Processes = 10 , Memory Mismatch (Farm:144710,Hyper:122180)<br />",HealthCheck,OPC_QA_SHARED,Closed
533,MABOGEGO,"2015-07-03 09:27:04",NULL,NULL,"Unable to create VMs with slcal074  and slcal069 hypervisors","unable to create the below vms:
slc06xxr        10.244.54.5     slcal069        4096    4       10.244.48.1     REGISTERED      26506073        QAFARM  adcgdb05

slc06xxt        10.244.54.7     slcal069        12288   4       10.244.48.1     REGISTERED      26506073        QAFARM  adcgdb05

slc06xxs        10.244.54.6     slcal074        1536    2       10.244.48.1     REGISTERED      26506073        QAFARM  adcgdb05",26506073,,Work-in-Progress
534,YOSAINI,"2015-07-05 08:10:41",NULL,NULL,"Hypervisor slcan521 Locked","Please unlock slcan521 after fixing the issue(s): Memory Mismatch (Farm:1232,Hyper:-303), ",HealthCheck,QAFARM,Closed
535,YOSAINI,"2015-07-05 09:46:24",NULL,NULL,"Hypervisor slcal065 Locked","Please unlock slcal065 after fixing the issue(s): OVS Processes = 9 , Create VM Failed<br />",HealthCheck,QAFARM,Closed
536,YOSAINI,"2015-07-06 09:48:37",NULL,NULL,"Hypervisor adcgdc17 Locked","Please unlock adcgdc17 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:250749,Hyper:248060)<br />",HealthCheck,OPC_QA_SHARED,Closed
537,YOSAINI,"2015-07-06 09:48:42",NULL,NULL,"Hypervisor adcgdb03 Locked","Please unlock adcgdb03 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:250749,Hyper:248060)<br />",HealthCheck,OPC_QA_SHARED,Closed
538,YOSAINI,"2015-07-06 09:48:46",NULL,NULL,"Hypervisor adcgdb06 Locked","Please unlock adcgdb06 after fixing the issue(s): Memory Mismatch (Farm:250749,Hyper:248060), ",HealthCheck,OPC_QA_SHARED,Closed
539,YOSAINI,"2015-08-04 10:31:56",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:250749,Hyper:248060)<br />",HealthCheck,OPC_QA_SHARED,Closed
540,YOSAINI,"2015-08-04 11:07:32",NULL,NULL,"Hypervisor slcap173 Locked","Please unlock slcap173 after fixing the issue(s): Memory Mismatch (Farm:222115,Hyper:219042), ",HealthCheck,saas_paas,Closed
541,YOSAINI,"2015-07-07 14:01:21",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:74851), ",HealthCheck,FASAASQA,Closed
542,YOSAINI,"2015-07-28 12:33:14",NULL,NULL,"Hypervisor slcap303 Locked","Please unlock slcap303 after fixing the issue(s): Memory Mismatch (Farm:251811,Hyper:219554), ",HealthCheck,FASAASQA,Closed
543,GSUNDARE,"2015-07-07 07:33:40",NULL,NULL,"26587162 has Failed while Starting DEPLOYER_HOST","The job failed  ?26587162 has Failed while Starting DEPLOYER_HOST?

DEPLOYER_HOST=slc06xsr.us.oracle.com 

Please fix it.
Have triggered the cleanup and the new job (26598414) is in queue",26587162,,Closed
544,MMAHAPAT,"2015-07-08 16:11:55",NULL,NULL,"adc6181303 ,adc6181302 in shutdown status","Hi ,
Since morning the machines  adc6181303 ,adc6181302 are not in consitent shape intially ssh did not work and now the vm remains in shutting down status .Could you please bring down the Vms and re boot it",,,Closed
